BASEDATE	BASEVALUE	BLENDADMIN	BLENDDESC	BLENDID	CLIENTID	DATAPROVIDER	DATASOURCE	ENDDATE	FIRSTDELIVERY	FKEY	INDEXDESC	ITEM	LASTDELIVERY	LASTEDITOR	PERIOD	REBALANCING_FREQ	STARTDATE	SYSTEM	UPDATED	USERID	WEIGHT	XLENDDATE	XLSTARTDATE
2007-12-31	1000.000000000	<Blend Administrator>	HKC61	HKC61	GB-HSBCAM	Barclays	Barclays Fixed Income Indices (Series L)				1				1	Monthly Business	2007-12-31			HSBCAMCADIS-FTP	0.350000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC61	HKC61	GB-HSBCAM	FTSE Group	FTSE Hong Kong MPF Index Series				C04846				1	Monthly Business	2007-12-31			HSBCAMCADIS-FTP	0.050000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC62	HKC62	GB-HSBCAM	S&P Dow Jones Indices LLC	S&P Index Alert		2013-02-21	FYBVQQEZ	SP500		2015-08-14	RIMES-ZL	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-06-12 14:59:10	HSBCAMCADIS-FTP	0.418000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC62	HKC62	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-02-21	FYBVQQEZ	FTAHKPHSBC	Price Index	2015-08-14	RIMES-ZL	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-06-12 14:59:10	HSBCAMCADIS-FTP	0.006000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC62	HKC62	GB-HSBCAM	FTSE Group	FTSE All World		2013-02-21	FYBVQQEZ	FTAJP		2015-08-14	RIMES-ZL	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-06-12 14:59:10	HSBCAMCADIS-FTP	0.045000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC62	HKC62	GB-HSBCAM	FTSE Group	FTSE All World		2013-02-21	FYBVQQEZ	FTRDEU		2015-08-14	RIMES-ZL	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-06-12 14:59:10	HSBCAMCADIS-FTP	0.153000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC62	HKC62	GB-HSBCAM	FTSE Group	FTSE All World		2013-02-21	FYBVQQEZ	FTRAOJ		2015-08-14	RIMES-ZL	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-06-12 14:59:10	HSBCAMCADIS-FTP	0.028000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC62	HKC62	GB-HSBCAM	Citigroup Inc	Citigroup International Fixed Income		2013-02-21	FYBVQQEZ	SBWGHKU	Total Return	2015-08-14	RIMES-ZL	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-06-12 14:59:10	HSBCAMCADIS-FTP	0.200000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC62	HKC62	GB-HSBCAM	Barclays	Barclays Fixed Income Indices (Series L)		2013-02-21	FYBVQQEZ	1		2015-08-14	RIMES-ZL	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-06-12 14:59:10	HSBCAMCADIS-FTP	0.150000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC63	HKC63	GB-HSBCAM	Citigroup Inc	Citigroup International Fixed Income		2013-02-22	F5ZN4U73	SBNUU		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-28 07:24:59	HSBCAMCADIS-FTP	0.200000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC63	HKC63	GB-HSBCAM	Citigroup Inc	Citigroup International Fixed Income		2013-02-22	F5ZN4U73	SBUSHKU	Total Return	2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-28 07:24:59	HSBCAMCADIS-FTP	0.150000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC63	HKC63	GB-HSBCAM	FTSE Group	FTSE All World		2013-02-22	F5ZN4U73	FTRAEU		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-28 07:24:59	HSBCAMCADIS-FTP	0.150000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC63	HKC63	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-02-22	F5ZN4U73	APXHKJPBLEND	Price Index	2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-28 07:24:59	HSBCAMCADIS-FTP	0.030000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC63	HKC63	GB-HSBCAM	FTSE Group	FTSE All World		2013-02-22	F5ZN4U73	FTAHK		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-28 07:24:59	HSBCAMCADIS-FTP	0.020000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC63	HKC63	GB-HSBCAM	FTSE Group	FTSE All World		2013-02-22	F5ZN4U73	FTAJP		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-28 07:24:59	HSBCAMCADIS-FTP	0.050000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC63	HKC63	GB-HSBCAM	S&P Dow Jones Indices LLC	S&P Index Alert		2013-02-22	F5ZN4U73	SP500		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-28 07:24:59	HSBCAMCADIS-FTP	0.400000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC64	HKC64	GB-HSBCAM	Hang Seng Indexes Company Limited	Hang Seng Indices		2013-02-22	FGFTFYZ0	HSI		2015-08-14	RIMES-CD1	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-24 07:26:55	HSBCAMCADIS-FTP	0.100000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC64	HKC64	GB-HSBCAM	S&P Dow Jones Indices LLC	S&P Index Alert		2013-02-22	FGFTFYZ0	SP500		2015-08-14	RIMES-CD1	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-24 07:26:55	HSBCAMCADIS-FTP	0.080000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC64	HKC64	GB-HSBCAM	Tokyo Stock Exchange Group, Inc.	Tokyo Stock Exchange (TSE) Indices		2013-02-22	FGFTFYZ0	TOPX		2015-08-14	RIMES-CD1	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-24 07:26:55	HSBCAMCADIS-FTP	0.020000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC64	HKC64	GB-HSBCAM	FTSE Group	FTSE All World		2013-02-22	FGFTFYZ0	FTRDEU		2015-08-14	RIMES-CD1	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-24 07:26:55	HSBCAMCADIS-FTP	0.050000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC64	HKC64	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-02-22	FGFTFYZ0	APXHKJPINPKBLEND	Price Index	2015-08-14	RIMES-CD1	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-24 07:26:55	HSBCAMCADIS-FTP	0.050000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC64	HKC64	GB-HSBCAM	Citigroup Inc	Citigroup International Fixed Income		2013-02-22	FGFTFYZ0	SBWGU	Total Return	2015-08-14	RIMES-CD1	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-24 07:26:55	HSBCAMCADIS-FTP	0.500000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC64	HKC64	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices		2013-02-22	FGFTFYZ0	ADBI		2015-08-14	RIMES-CD1	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-24 07:26:55	HSBCAMCADIS-FTP	0.150000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC64	HKC64	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-02-22	FGFTFYZ0	HIBIDON	Price Index	2015-08-14	RIMES-CD1	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-24 07:26:55	HSBCAMCADIS-FTP	0.050000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC65	HKC65	GB-HSBCAM	Citigroup Inc	Citigroup International Fixed Income		2013-02-26	FAVRK2BA	SBWGU	Total Return	2015-04-16	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-10 09:11:17	HSBCAMCADIS-FTP	0.250000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC65	HKC65	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-02-26	FAVRK2BA	HIBOR1M	Price Index	2015-04-16	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-10 09:11:17	HSBCAMCADIS-FTP	0.050000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC65	HKC65	GB-HSBCAM	FTSE Group	FTSE Hong Kong MPF Index Series		2013-02-26	FAVRK2BA	GPMPF028		2015-04-16	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-10 09:11:17	HSBCAMCADIS-FTP	0.233000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC65	HKC65	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-02-26	FAVRK2BA	APXHKJPINPKCNBLEND	Price Index	2015-04-16	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-10 09:11:17	HSBCAMCADIS-FTP	0.175000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC65	HKC65	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-02-26	FAVRK2BA	DWXHKSGKRAUNZBLEND	Price Index	2015-04-16	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-03-10 09:11:17	HSBCAMCADIS-FTP	0.292000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC66	HKC66	GB-HSBCAM	FTSE Group	FTSE Hong Kong MPF Index Series		2013-06-25	FHPMGWWM	GPMPF028		2015-04-16	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.250000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC66	HKC66	GB-HSBCAM	FTSE Group	FTSE All World		2013-06-25	FHPMGWWM	FTAUS		2015-04-16	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.150000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC66	HKC66	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-06-25	FHPMGWWM	APXHKJPAUNZPKBLEND	Price Index	2015-04-16	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.100000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC66	HKC66	GB-HSBCAM	FTSE Group	FTSE All World		2013-06-25	FHPMGWWM	FTRDEU		2015-04-16	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.050000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC66	HKC66	GB-HSBCAM	Citigroup Inc	Citigroup International Fixed Income		2013-06-25	FHPMGWWM	SBWGU_US		2015-04-16	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.400000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC66	HKC66	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-06-25	FHPMGWWM	HIBIDON	Price Index	2015-04-16	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.050000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC67	HKC67	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FVRS95ZP	FTAUS		2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.030000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC67	HKC67	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FVRS95ZP	FTRWEU		2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.022500000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC67	HKC67	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-03-06	FVRS95ZP	APXHKJPBLEND	Price Index	2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.037500000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC67	HKC67	GB-HSBCAM	FTSE Group	FTSE Hong Kong MPF Index Series		2013-03-06	FVRS95ZP	GPMPF028XCUST		2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.052500000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC67	HKC67	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-03-06	FVRS95ZP	HIBOR1M	Price Index	2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.510000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC67	HKC67	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices		2013-03-06	FVRS95ZP	ALBIHK		2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.340000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC67	HKC67	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FVRS95ZP	FTAJP		2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:15	HSBCAMCADIS-FTP	0.007500000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC68	HKC68	GB-HSBCAM	Citigroup Inc	Citigroup International Fixed Income		2013-03-06	F1U3RYPV	SBWGU	Total Return	2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.400000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC68	HKC68	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-03-06	F1U3RYPV	APXHKJPINPKNZAUBLEND	Price Index	2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.050000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC68	HKC68	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	F1U3RYPV	FTAAU		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.020000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC68	HKC68	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	F1U3RYPV	FTRWEU		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.110000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC68	HKC68	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	F1U3RYPV	FTAHK		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.171000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC68	HKC68	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	F1U3RYPV	FTAJP		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.070000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC68	HKC68	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	F1U3RYPV	FTRWNA		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.110000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC68	HKC68	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-03-06	F1U3RYPV	HIBID1M	Price Index	2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.050000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC68	HKC68	GB-HSBCAM	FTSE Group	FTSE Hong Kong Indices		2013-03-06	F1U3RYPV	FTXH:C52588		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.019000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC69	HKC69	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-03-06	F03EGZA1	HK.R		2015-08-14	RIMES-FS	1	Monthly Business	2010-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.900000000		40543
2007-12-31	1000.000000000	<Blend Administrator>	HKC69	HKC69	GB-HSBCAM	FTSE Group	FTSE Hong Kong Indices		2013-03-06	F03EGZA1	FTXH:C52588		2015-08-14	RIMES-FS	1	Monthly Business	2010-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.100000000		40543
2007-12-31	1000.000000000	<Blend Administrator>	HKC7	HKC7	GB-HSBCAM	Barclays	Barclays Fixed Income Indices (Series L)		2010-01-12	F2RHI53M	3121		2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-27 06:24:51	HSBCAMCADIS-FTP	0.080000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC7	HKC7	GB-HSBCAM	Barclays	Barclays Fixed Income Indices (Series L)		2010-01-12	F2RHI53M	1		2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-27 06:24:51	HSBCAMCADIS-FTP	0.140000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC7	HKC7	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices		2010-01-12	F2RHI53M	ALBIHK		2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-27 06:24:51	HSBCAMCADIS-FTP	0.100000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC7	HKC7	GB-HSBCAM	FTSE Group	FTSE Hong Kong Indices		2010-01-12	F2RHI53M	FTXH:C52588		2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-27 06:24:51	HSBCAMCADIS-FTP	0.017000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC7	HKC7	GB-HSBCAM	MSCI	MSCI Equity Indices		2010-01-12	F2RHI53M	EMGL.R		2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-27 06:24:51	HSBCAMCADIS-FTP	0.050000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC7	HKC7	GB-HSBCAM	MSCI	MSCI Equity Indices		2010-01-12	F2RHI53M	HK.R		2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-27 06:24:51	HSBCAMCADIS-FTP	0.153000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC7	HKC7	GB-HSBCAM	MSCI	MSCI Equity Indices		2010-01-12	F2RHI53M	WRLD.R		2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-27 06:24:51	HSBCAMCADIS-FTP	0.460000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC70	HKC70	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FJOAUWLT	FTRWEU		2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-13 07:12:11	HSBCAMCADIS-FTP	0.099000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC70	HKC70	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FJOAUWLT	FTRWNA		2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-13 07:12:11	HSBCAMCADIS-FTP	0.142000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC70	HKC70	GB-HSBCAM	FTSE Group	FTSE Hong Kong MPF Index Series		2013-03-06	FJOAUWLT	GPMPF028		2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-13 07:12:11	HSBCAMCADIS-FTP	0.204000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC70	HKC70	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FJOAUWLT	FTAJP		2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-13 07:12:11	HSBCAMCADIS-FTP	0.068000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC70	HKC70	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-03-06	FJOAUWLT	APXHKJPINPKNZAUBLEND	Price Index	2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-13 07:12:11	HSBCAMCADIS-FTP	0.088000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC70	HKC70	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-03-06	FJOAUWLT	HIBOR3M	Price Index	2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-13 07:12:11	HSBCAMCADIS-FTP	0.060000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC70	HKC70	GB-HSBCAM	Citigroup Inc	Citigroup International Fixed Income		2013-03-06	FJOAUWLT	SBWGHKU	Total Return	2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-13 07:12:11	HSBCAMCADIS-FTP	0.302000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC70	HKC70	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FJOAUWLT	FTAAU		2015-08-14	RIMES-ZK	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-05-13 07:12:11	HSBCAMCADIS-FTP	0.037000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC71	HKC71	GB-HSBCAM	Citigroup Inc	Citigroup International Fixed Income		2013-03-06	FJFE3HXT	SBWGU	Total Return	2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.350000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC71	HKC71	GB-HSBCAM	FTSE Group	FTSE Hong Kong MPF Index Series		2013-03-06	FJFE3HXT	GPMPF027		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.080000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC71	HKC71	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FJFE3HXT	FTRWEU		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.120000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC71	HKC71	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FJFE3HXT	FTAJP		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.080000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC71	HKC71	GB-HSBCAM	FTSE Group	FTSE Hong Kong MPF Index Series		2013-03-06	FJFE3HXT	GPMPF028		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.200000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC71	HKC71	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FJFE3HXT	FTRANA		2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.120000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC71	HKC71	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-03-06	FJFE3HXT	HIBID3M	Price Index	2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.050000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC72	HKC72	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-03-06	FXKMHANA	HIBOR3M	Price Index	2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.200000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC72	HKC72	GB-HSBCAM	Citigroup Inc	Citigroup International Fixed Income		2013-03-06	FXKMHANA	SBWGU	Total Return	2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.400000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC72	HKC72	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FXKMHANA	FTAAU		2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.011000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC72	HKC72	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FXKMHANA	FTRWEU		2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.080000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC72	HKC72	GB-HSBCAM	FTSE Group	FTSE All World		2013-03-06	FXKMHANA	FTAJP		2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.043000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC72	HKC72	GB-HSBCAM	FTSE Group	FTSE Hong Kong MPF Index Series		2013-03-06	FXKMHANA	GPMPF028		2015-08-14	RIMES-JC3	1	Monthly Business	2007-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:16	HSBCAMCADIS-FTP	0.149000000		39447
